date,close,change,change_pct,open,high,low,volume_thousand_shares,trading_value_million_krw,market_cap_million_krw
2022-04-27,2639.06,-29.25,-1.1,2630.58,2641.82,2615.5,1072367,12558711,2070445708
2022-04-28,2667.49,28.43,1.08,2656.54,2667.49,2638.37,899169,12463396,2097782080
2022-04-29,2695.05,27.56,1.03,2669.18,2696.1,2664.06,975253,12664752,2119864985
2022-05-02,2687.45,-7.6,-0.28,2669.21,2689.91,2667.85,873723,9075649,2114441740
2022-05-03,2680.46,-6.99,-0.26,2690.16,2702.1,2680.46,883403,9199338,2109346131
2022-05-04,2677.57,-2.89,-0.11,2690.45,2696.03,2667.23,1181020,9903934,2107550083
2022-05-06,2644.51,-33.06,-1.23,2650.89,2652.51,2635.97,1333936,10595418,2081320428
2022-05-09,2610.81,-33.7,-1.27,2634.32,2642.75,2606.08,892653,9289661,2055162929
2022-05-10,2596.56,-14.25,-0.55,2590.13,2602.75,2553.01,841463,10842463,2043673173
2022-05-11,2592.27,-4.29,-0.17,2586.52,2599.11,2579.09,679510,8608259,2040258394
2022-05-12,2550.08,-42.19,-1.63,2569.5,2591.57,2546.8,900331,12167915,2007195727
2022-05-13,2604.24,54.16,2.12,2570.01,2605.84,2565.96,788539,10342061,2049292684
2022-05-16,2596.58,-7.66,-0.29,2624.69,2629.2,2593.61,780199,8528537,2043528753
2022-05-17,2620.44,23.86,0.92,2603.58,2621.84,2603.58,873519,9658877,2062679874
2022-05-18,2625.98,5.54,0.21,2634.75,2644.13,2618,870268,10047168,2067575122
2022-05-19,2592.34,-33.64,-1.28,2576.24,2597.79,2568.54,677595,9883990,2041376481
2022-05-20,2639.29,46.95,1.81,2605.78,2641.68,2605.38,755653,9634339,2077558136
2022-05-23,2647.38,8.09,0.31,2651.63,2653.87,2634.29,644205,7815204,2083210177
2022-05-24,2605.87,-41.51,-1.57,2638.94,2646.99,2605.87,851236,8703526,2050778685
2022-05-25,2617.22,11.35,0.44,2621.75,2630.17,2602.94,712611,8353419,2059889816
2022-05-26,2612.45,-4.77,-0.18,2616.99,2641.91,2602.01,595849,8613524,2056303508
2022-05-27,2638.05,25.6,0.98,2640.75,2644.71,2631.49,590814,8028159,2076115881
2022-05-30,2669.66,31.61,1.2,2662.31,2672.74,2654.18,469798,7473952,2101290667
2022-05-31,2685.9,16.24,0.61,2666.88,2685.9,2654.32,671679,13970896,2113784329
2022-06-02,2658.99,-26.91,-1,2670.74,2674,2653.59,525259,7860485,2092789271
2022-06-03,2670.65,11.66,0.44,2679.57,2681.51,2663,562470,7566758,2101703362
2022-06-07,2626.34,-44.31,-1.66,2659.27,2662.04,2622.78,524710,8948924,2067165431
2022-06-08,2626.15,-0.19,-0.01,2633.53,2639.52,2621.96,576390,7964335,2066742737
2022-06-09,2625.44,-0.71,-0.03,2618.92,2627.88,2606.61,814883,10857975,2066451297
2022-06-10,2595.87,-29.57,-1.13,2596.37,2602.8,2583.74,724090,8285964,2043213222
2022-06-13,2504.51,-91.36,-3.52,2550.21,2550.32,2504.51,660309,10335874,1972203678
2022-06-14,2492.97,-11.54,-0.46,2472.96,2503.17,2457.39,671757,9992820,1962993357
2022-06-15,2447.38,-45.59,-1.83,2490.01,2495.54,2436.04,714143,9936928,1926857817
2022-06-16,2451.41,4.03,0.16,2481.66,2500.36,2447.33,584041,9588187,1931070978
2022-06-17,2440.93,-10.48,-0.43,2409.72,2441.34,2396.47,634897,11201572,1921148560
2022-06-20,2391.03,-49.9,-2.04,2449.89,2449.89,2372.35,592702,9092289,1881482848
2022-06-21,2408.93,17.9,0.75,2402.99,2423.48,2385.6,479678,7440755,1894965517
2022-06-22,2342.81,-66.12,-2.74,2417.11,2418.05,2342.81,532139,8690134,1843888862
2022-06-23,2314.32,-28.49,-1.22,2347.84,2361.23,2306.48,749661,10212366,1821183820
2022-06-24,2366.6,52.28,2.26,2327.11,2373.48,2319.99,654446,8469156,1862320800
2022-06-27,2401.92,35.32,1.49,2383.2,2418.94,2365.86,510587,7656358,1890525945
2022-06-28,2422.09,20.17,0.84,2405.2,2422.1,2393.96,564986,7193434,1906214561
2022-06-29,2377.99,-44.1,-1.82,2387.1,2393.25,2375.45,422127,7965810,1871275786
2022-06-30,2332.64,-45.35,-1.91,2368.57,2368.57,2332.59,515396,8923481,1835493487
2022-07-01,2305.42,-27.22,-1.17,2342.92,2354.97,2291.49,530346,8687669,1814290028
2022-07-04,2300.34,-5.08,-0.22,2310.73,2318.31,2276.63,467960,7339365,1810669975
2022-07-05,2341.78,41.44,1.8,2322.11,2344.08,2309.62,323905,6890579,1842519185
2022-07-06,2292.01,-49.77,-2.13,2330.11,2332.14,2290.33,410732,8919472,1804225454
2022-07-07,2334.27,42.26,1.84,2308.97,2344.14,2307.9,340173,7652636,1837885178
2022-07-08,2350.61,16.34,0.7,2352.49,2367.84,2348.74,411425,7008118,1850893574
2022-07-11,2340.27,-10.34,-0.44,2357.43,2363.26,2337.82,377108,6301234,1843259953
2022-07-12,2317.76,-22.51,-0.96,2330.88,2333.02,2303.74,379308,6369258,1824994120
2022-07-13,2328.61,10.85,0.47,2324.45,2341.19,2312.49,308806,5998501,1832979142
2022-07-14,2322.32,-6.29,-0.27,2316.41,2338.29,2307.69,349138,6539857,1829593432
2022-07-15,2330.98,8.66,0.37,2335.12,2337.3,2293.45,319675,7383211,1837255296
2022-07-18,2375.25,44.27,1.9,2350.48,2376.5,2344.12,324357,7104661,1873107660
2022-07-19,2370.97,-4.28,-0.18,2367.52,2372.74,2359.59,339378,6556191,1869397060
2022-07-20,2386.85,15.88,0.67,2406.29,2410.06,2382.65,333329,7434804,1881643043
2022-07-21,2409.16,22.31,0.93,2387.91,2411.96,2387.91,295624,6309071,1899062118
2022-07-22,2393.14,-16.02,-0.66,2405.37,2417.91,2391.48,381597,6973851,1886496918
2022-07-25,2403.69,10.55,0.44,2385.65,2412.47,2385.65,323091,5959859,1894263511
2022-07-26,2412.96,9.27,0.39,2397.27,2415.39,2395.17,415671,6240741,1901214430
2022-07-27,2415.53,2.57,0.11,2412.52,2415.53,2396.19,333588,7049803,1903522364
2022-07-28,2435.27,19.74,0.82,2437.57,2443.43,2429.07,491073,9196435,1919419877
2022-07-29,2451.5,16.23,0.67,2453.53,2463.05,2442.01,499369,10256338,1931903737
2022-08-01,2452.25,0.75,0.03,2444.05,2461.4,2437.13,487160,7509598,1932452046
2022-08-02,2439.62,-12.63,-0.52,2451,2451.07,2428.76,549924,7266264,1922819214
2022-08-03,2461.45,21.83,0.89,2438.56,2461.45,2433.12,475302,6751539,1939571960
2022-08-04,2473.11,11.66,0.47,2478.44,2478.95,2465.32,399965,7506315,1948549233
2022-08-05,2490.8,17.69,0.72,2481.43,2497.58,2480.05,409776,7561092,1962992758
2022-08-08,2493.1,2.3,0.09,2481.17,2494,2477.76,418234,7613758,1964010918
2022-08-09,2503.46,10.36,0.42,2493.57,2506.49,2481.36,454364,8940803,1971839855
2022-08-10,2480.88,-22.58,-0.9,2493.7,2494.15,2478.21,479467,9029482,1953610456
2022-08-11,2523.78,42.9,1.73,2507.74,2523.78,2506.41,505246,9710840,1986815489
2022-08-12,2527.94,4.16,0.16,2519.66,2533.2,2514.31,445547,8028577,1990518588
2022-08-16,2533.52,5.58,0.22,2543.05,2546.35,2532.2,398335,8064107,1995548135
2022-08-17,2516.47,-17.05,-0.67,2536.57,2543.15,2512.01,418053,7153680,1982238266
2022-08-18,2508.05,-8.42,-0.33,2499.3,2515.37,2488.09,381628,7105985,1976095948
2022-08-19,2492.69,-15.36,-0.61,2510.72,2510.72,2492.69,459835,7138648,1963842895
2022-08-22,2462.5,-30.19,-1.21,2467.38,2475.77,2457.08,422552,6108019,1940547399
2022-08-23,2435.34,-27.16,-1.1,2449.31,2454.55,2431.83,471166,7560708,1919622194
2022-08-24,2447.45,12.11,0.5,2446.18,2454.01,2430.69,423502,8119784,1928432688
2022-08-25,2477.26,29.81,1.22,2459.79,2477.26,2455.32,426230,7286329,1951737898
2022-08-26,2481.03,3.77,0.15,2489.14,2497.76,2476.75,520091,8628665,1955296364
2022-08-29,2426.89,-54.14,-2.18,2432.06,2432.89,2417.01,448746,7891467,1913225190
2022-08-30,2450.93,24.04,0.99,2441.21,2453.91,2433.48,336555,6826615,1932045596
2022-08-31,2472.05,21.12,0.86,2433.47,2473.75,2426.14,436247,9562592,1948130001
2022-09-01,2415.61,-56.44,-2.28,2443,2443.61,2415.61,580021,8452318,1904334718
2022-09-02,2409.41,-6.2,-0.26,2427.7,2432.37,2402.67,391599,7214620,1899054383
2022-09-05,2403.68,-5.73,-0.24,2410.07,2424.77,2392.63,354738,6277834,1893408648
2022-09-06,2410.02,6.34,0.26,2409.72,2422.53,2399.26,294224,5476236,1898174386
2022-09-07,2376.46,-33.56,-1.39,2395.66,2398.4,2365.35,378200,7530890,1872365971
2022-09-08,2384.28,7.82,0.33,2393.27,2394.06,2379.06,423621,9208735,1879133852
2022-09-13,2449.54,65.26,2.74,2418.59,2453.95,2418.59,367103,9165153,1930515175
2022-09-14,2411.42,-38.12,-1.56,2390.47,2418.42,2381.5,461508,7625505,1900212543
2022-09-15,2401.83,-9.59,-0.4,2416.01,2421.63,2401.83,424111,7432764,1892386625
2022-09-16,2382.78,-19.05,-0.79,2387.56,2395.1,2371.11,440799,8690464,1877514132
2022-09-19,2355.66,-27.12,-1.14,2388.73,2389.85,2352.76,403937,6885919,1856704766
2022-09-20,2367.85,12.19,0.52,2373.64,2382.52,2359.84,419340,7013236,1865526657
2022-09-21,2347.21,-20.64,-0.87,2351.54,2360.27,2341.79,378165,6269073,1849097413
2022-09-22,2332.31,-14.9,-0.63,2319.7,2335.11,2309.1,446820,7413267,1837164890
2022-09-23,2290,-42.31,-1.81,2331.33,2334.06,2285.71,446461,7416796,1804499960
2022-09-26,2220.94,-69.06,-3.02,2260.8,2260.8,2215.36,621995,9461818,1750077524
2022-09-27,2223.86,2.92,0.13,2224.39,2227.35,2197.9,487940,8005557,1752262101
2022-09-28,2169.29,-54.57,-2.45,2206.15,2223.56,2151.6,596136,9208350,1709335980
2022-09-29,2170.93,1.64,0.08,2197.75,2210.61,2170.14,508501,7240707,1710780971
2022-09-30,2155.49,-15.44,-0.71,2161.11,2177.2,2134.77,950270,7923751,1698450563
2022-10-04,2209.38,53.89,2.5,2189.51,2212.38,2180.84,421003,7500281,1741825455
2022-10-05,2215.22,5.84,0.26,2248.85,2253.93,2204.03,855790,9509080,1747613734
2022-10-06,2237.86,22.64,1.02,2230.43,2250.87,2223.36,643016,6850065,1765200352
2022-10-07,2232.84,-5.02,-0.22,2217.84,2245.88,2215.08,428683,7831444,1761987171
2022-10-11,2192.07,-40.77,-1.83,2193.02,2193.05,2174.06,859509,7867859,1729423095
2022-10-12,2202.47,10.4,0.47,2191.35,2205.02,2181.65,658348,7409131,1737572148
2022-10-13,2162.87,-39.6,-1.8,2198.29,2198.34,2162.87,792452,7169779,1707061504
2022-10-14,2212.55,49.68,2.3,2200.66,2220.54,2193.63,513524,7161818,1745972217
2022-10-17,2219.71,7.16,0.32,2187.17,2221.05,2177.66,498781,6526810,1752293076
2022-10-18,2249.95,30.24,1.36,2249.15,2251.74,2220.71,580892,7249919,1775708706
2022-10-19,2237.44,-12.51,-0.56,2249.35,2266.8,2234.59,895161,7738879,1765921333
2022-10-20,2218.09,-19.35,-0.86,2225.53,2231.52,2200.44,1108103,8325030,1751305188
2022-10-21,2213.12,-4.97,-0.22,2210.59,2224.04,2204.64,637486,6228174,1747594294
2022-10-24,2236.16,23.04,1.04,2248.26,2256.67,2229.85,444820,6846985,1765515578
2022-10-25,2235.07,-1.09,-0.05,2237.04,2253.24,2230.75,456770,7030017,1765049718
2022-10-26,2249.56,14.49,0.65,2240.7,2258.11,2234.49,563442,7492743,1776494531
2022-10-27,2288.78,39.22,1.74,2266.07,2290.56,2262.02,587872,8435337,1806510988
2022-10-28,2268.4,-20.38,-0.89,2276.73,2292.65,2266.44,427245,8289371,1789451214
2022-10-31,2293.61,25.21,1.11,2293.75,2295.51,2273.73,401400,8679296,1810255609
2022-11-01,2335.22,41.61,1.81,2301.58,2335.57,2297.57,597206,9476615,1842767623
2022-11-02,2336.87,1.65,0.07,2326.05,2346.32,2323.37,450635,9568101,1844237342
2022-11-03,2329.17,-7.7,-0.33,2297.45,2342.86,2296.44,550428,9273251,1838688384
2022-11-04,2348.43,19.26,0.83,2325.85,2348.43,2316.29,436430,7927339,1853798828
2022-11-07,2371.79,23.36,0.99,2360.22,2373.28,2354.22,392509,8059881,1872576585
2022-11-08,2399.04,27.25,1.15,2387.2,2400.39,2375.67,500088,8601453,1894800321
2022-11-09,2424.41,25.37,1.06,2408.54,2429.65,2403.64,680722,9342672,1915468947
2022-11-10,2402.23,-22.18,-0.91,2405.77,2426.1,2401.99,899127,9344425,1897654097
2022-11-11,2483.16,80.93,3.37,2466.9,2486.46,2463.51,758248,13917648,1960950353
2022-11-14,2474.65,-8.51,-0.34,2485.18,2499.43,2470.6,731166,11216385,1954401825
2022-11-15,2480.33,5.68,0.23,2482.76,2485.2,2463.65,617401,9308852,1959323045
2022-11-16,2477.45,-2.88,-0.12,2487,2487,2446.79,657834,9880428,1959009891
2022-11-17,2442.9,-34.55,-1.39,2466.5,2467.39,2442.9,914519,8556989,1931710185
2022-11-18,2444.48,1.58,0.06,2448.13,2471.87,2442.87,589586,7444437,1932865881
2022-11-21,2419.5,-24.98,-1.02,2446.05,2448.14,2409.36,544529,7049427,1912994305
2022-11-22,2405.27,-14.23,-0.59,2405.96,2426.4,2401.5,539169,7253676,1901129947
2022-11-23,2418.01,12.74,0.53,2424.36,2427.28,2407.58,474789,7477108,1911397949
2022-11-24,2441.33,23.32,0.96,2437.51,2441.33,2428.12,481185,6849559,1929930653
2022-11-25,2437.86,-3.47,-0.14,2442.21,2449.66,2433.57,438394,6347579,1926846987
2022-11-28,2408.27,-29.59,-1.21,2425.05,2425.65,2401.95,350497,6462501,1903723176
2022-11-29,2433.39,25.12,1.04,2405.54,2433.87,2401.1,550175,6533346,1923006248
2022-11-30,2472.53,39.14,1.61,2424.44,2472.53,2421.42,594127,12469429,1953840810
2022-12-01,2479.84,7.31,0.3,2501.43,2501.43,2474.33,491383,8850099,1959622743
2022-12-02,2434.33,-45.51,-1.84,2471.5,2471.5,2434.33,468847,7328393,1924204751
2022-12-05,2419.32,-15.01,-0.62,2442.17,2442.22,2413.05,385586,7717406,1911915923
2022-12-06,2393.16,-26.16,-1.08,2397.7,2416.88,2390.2,368636,6477022,1891336961
2022-12-07,2382.81,-10.35,-0.43,2385.87,2394.88,2377.98,332587,6080662,1882795765
2022-12-08,2371.08,-11.73,-0.49,2386.9,2387.95,2357.2,351939,7552997,1873438918
2022-12-09,2389.04,17.96,0.76,2382.73,2390.08,2367.25,315674,7220198,1888379556
2022-12-12,2373.02,-16.02,-0.67,2373.58,2381.87,2368.47,499225,5822260,1875700661
2022-12-13,2372.4,-0.62,-0.03,2385.05,2388.27,2364.87,447565,6659361,1874838728
2022-12-14,2399.25,26.85,1.13,2380.81,2400.18,2379.44,409799,5724107,1895655041
2022-12-15,2360.97,-38.28,-1.6,2383.83,2392.11,2360.95,375386,6134217,1865842784
2022-12-16,2360.02,-0.95,-0.04,2329.75,2360.44,2326.83,414172,7206180,1865107455
2022-12-19,2352.17,-7.85,-0.33,2350.78,2358.76,2342.28,323987,5018052,1859031541
2022-12-20,2333.29,-18.88,-0.8,2344.73,2353.86,2324.66,358771,5335838,1844296008
2022-12-21,2328.95,-4.34,-0.19,2346.39,2347,2325.78,329724,5102490,1840550909
2022-12-22,2356.73,27.78,1.19,2340,2356.73,2335.75,553053,9460859,1863411614
2022-12-23,2313.69,-43.04,-1.83,2325.86,2333.08,2311.9,366989,5935798,1829395536
2022-12-26,2317.14,3.45,0.15,2312.54,2321.92,2304.2,427845,5205750,1831727640
2022-12-27,2332.79,15.65,0.68,2327.52,2335.99,2321.48,448499,7126994,1844141209
2022-12-28,2280.45,-52.34,-2.24,2296.45,2296.45,2276.9,405894,7566893,1801877943
2022-12-29,2236.4,-44.05,-1.93,2265.73,2272.67,2236.38,361194,6036542,1767235221
2023-01-02,2225.67,-10.73,-0.48,2249.95,2259.88,2222.37,346345,5200138,1759241800
2023-01-03,2218.68,-6.99,-0.31,2230.98,2230.98,2180.67,410245,6149083,1753771077
2023-01-04,2255.98,37.3,1.68,2205.98,2260.06,2198.82,412841,6487598,1783808766
2023-01-05,2264.65,8.67,0.38,2268.2,2281.39,2252.97,430977,7521178,1791816776
2023-01-06,2289.97,25.32,1.12,2253.4,2300.62,2253.27,398607,6764112,1811418923
2023-01-09,2350.19,60.22,2.63,2315.87,2351.06,2312.56,342096,7028981,1858632833
2023-01-10,2351.31,1.12,0.05,2348.04,2370.18,2344.18,359914,6702908,1859599299
2023-01-11,2359.53,8.22,0.35,2364.05,2369.66,2350.36,369011,6297145,1865737441
2023-01-12,2365.1,5.57,0.24,2376.72,2377.8,2358.33,580433,7837777,1870238983
2023-01-13,2386.09,20.99,0.89,2377.34,2397.01,2375.78,862230,6976741,1886570607
2023-01-16,2399.86,13.77,0.58,2390.06,2410.22,2387.61,517762,6532807,1897375182
2023-01-17,2379.39,-20.47,-0.85,2400.92,2404,2374.65,536811,6314018,1881433259
2023-01-18,2368.32,-11.07,-0.47,2380.36,2383,2356.84,537393,5498577,1872694002
2023-01-19,2380.34,12.02,0.51,2354.56,2380.34,2354.56,370099,5448179,1882551677
2023-01-20,2395.26,14.92,0.63,2380,2395.97,2372.57,302507,5025541,1895790659
2023-01-25,2428.57,33.31,1.39,2426.58,2432.71,2421.51,550087,6665406,1922275331
2023-01-26,2468.65,40.08,1.65,2436.18,2468.65,2426.4,486832,8206399,1953918426
2023-01-27,2484.02,15.37,0.62,2474.52,2497.4,2464.53,509288,9092447,1966558579
2023-01-30,2450.47,-33.55,-1.35,2484.64,2491.13,2446.59,475410,9220413,1940151030
2023-01-31,2425.08,-25.39,-1.04,2449.92,2457.48,2423.37,617196,10394784,1918934215
2023-02-01,2449.8,24.72,1.02,2446.03,2453.29,2433.37,666296,8596021,1938780673
2023-02-02,2468.88,19.08,0.78,2481.94,2486.2,2454.6,693116,9121678,1953996214
2023-02-03,2480.4,11.52,0.47,2466.54,2485.08,2460.21,496861,8027061,1963172031
2023-02-06,2438.19,-42.21,-1.7,2461.82,2469.42,2438.04,566819,7671311,1929318578
2023-02-07,2451.71,13.52,0.55,2440.14,2456.17,2432.4,451159,7594011,1939610903
2023-02-08,2483.64,31.93,1.3,2469.42,2487.35,2465.96,415677,8001678,1965482080
2023-02-09,2481.52,-2.12,-0.09,2470.66,2487.14,2466.61,610694,8986377,1963858471
2023-02-10,2469.73,-11.79,-0.48,2470.65,2473.8,2454.74,662366,8402619,1954699937
2023-02-13,2452.7,-17.03,-0.69,2461.96,2462.58,2440.86,486399,7371041,1942812752
2023-02-14,2465.64,12.94,0.53,2471.33,2480.34,2459.83,349432,6738874,1953249936
2023-02-15,2427.9,-37.74,-1.53,2473.09,2473.44,2424.16,387067,8758718,1923761984
2023-02-16,2475.48,47.58,1.96,2444.06,2475.99,2442.07,388027,9170363,1961021978
2023-02-17,2451.21,-24.27,-0.98,2447.66,2471.51,2445.74,514047,8364504,1941744158
2023-02-20,2455.12,3.91,0.16,2453.25,2463.17,2430.27,390013,7535474,1944743467
2023-02-21,2458.96,3.84,0.16,2457.51,2466.07,2446,494661,7333623,1943888914
2023-02-22,2417.68,-41.28,-1.68,2430.87,2435.98,2416.16,427482,8386250,1911701229
2023-02-23,2439.09,21.41,0.89,2430.01,2449.62,2422.62,400992,7451977,1928501536
2023-02-24,2423.61,-15.48,-0.63,2442.49,2452.97,2421.47,369900,6991100,1915633306
2023-02-27,2402.64,-20.97,-0.87,2405.42,2405.56,2383.76,357218,6598230,1898711781
2023-02-28,2412.85,10.21,0.42,2417.58,2431.67,2407.29,529790,9274200,1906496015
2023-03-02,2427.85,15,0.62,2414.61,2440.59,2411.85,428342,9660274,1918505110
2023-03-03,2432.07,4.22,0.17,2438.73,2442.1,2423.08,371882,7845380,1921472037
2023-03-06,2462.62,30.55,1.26,2452.46,2464.45,2441.07,418814,9781226,1945884267
2023-03-07,2463.35,0.73,0.03,2457.04,2475.73,2455.65,450481,10732466,1945941992
2023-03-08,2431.91,-31.44,-1.28,2435.58,2442.61,2426.52,438359,9967055,1922025069
2023-03-09,2419.09,-12.82,-0.53,2440.79,2444.2,2416.25,476375,10357639,1911583468
2023-03-10,2394.59,-24.5,-1.01,2389.82,2400.87,2383.19,413411,7875520,1892450859
2023-03-13,2410.6,16.01,0.67,2400.45,2413.24,2369.79,380740,7702302,1904640758
2023-03-14,2348.97,-61.63,-2.56,2390.36,2390.78,2348.19,485076,7794604,1856250945
2023-03-15,2379.72,30.75,1.31,2380.09,2395.36,2370.77,443751,7591756,1880140744
2023-03-16,2377.91,-1.81,-0.08,2357.98,2382.79,2346.11,320194,7865787,1878507613
2023-03-17,2395.69,17.78,0.75,2403.7,2405.35,2382.8,364176,8617060,1893380949
2023-03-20,2379.2,-16.49,-0.69,2391.87,2405.99,2378.7,346034,6072911,1879711532
2023-03-21,2388.35,9.15,0.38,2396.54,2399.52,2383.17,355195,7269040,1886502692
2023-03-22,2416.96,28.61,1.2,2411.25,2417.47,2402.78,501412,7890323,1908726635
2023-03-23,2424.48,7.52,0.31,2398.27,2424.48,2397.91,567704,10367437,1914529716
2023-03-24,2414.96,-9.52,-0.39,2421.27,2423.76,2399.49,470659,9248184,1907314610
2023-03-27,2409.22,-5.74,-0.24,2423.94,2423.94,2395.97,472847,8534650,1902810299
2023-03-28,2434.94,25.72,1.07,2418.69,2434.94,2415.34,524016,8812618,1923151536
2023-03-29,2443.92,8.98,0.37,2432.63,2443.95,2428.61,497218,8829889,1930378482
2023-03-30,2453.16,9.24,0.38,2452.97,2462.7,2439.43,629052,10846640,1937575538
2023-03-31,2476.86,23.7,0.97,2459.94,2481.24,2456.54,722612,12903370,1957926358
2023-04-03,2472.34,-4.52,-0.18,2485.81,2485.81,2467.59,811724,11300346,1954443677
2023-04-04,2480.51,8.17,0.33,2475.87,2489.71,2472.79,832555,13496867,1960644519
2023-04-05,2495.21,14.7,0.59,2482.61,2497.61,2478.67,632720,9811877,1972182474
2023-04-06,2459.23,-35.98,-1.44,2488,2488,2458.5,751378,11332653,1943849429
2023-04-07,2490.41,31.18,1.27,2478.64,2493.06,2473.89,586993,11250171,1969009467
2023-04-10,2512.08,21.67,0.87,2491.68,2519.99,2490.17,717648,13539855,1986876447
2023-04-11,2547.86,35.78,1.42,2523.33,2550.97,2514.42,768176,14050595,2014288066
2023-04-12,2550.64,2.78,0.11,2546.36,2561.37,2536.23,900750,14426259,2016495718
2023-04-13,2561.66,11.02,0.43,2534.71,2561.66,2531.07,841719,11996436,2024512511
2023-04-14,2571.49,9.83,0.38,2580.1,2581.74,2560.53,892446,13088201,2032335488
2023-04-17,2575.91,4.42,0.17,2570.3,2577.08,2561.14,775752,12793678,2036226926
2023-04-18,2571.09,-4.82,-0.19,2582.23,2582.23,2557.19,896932,14106396,2032968742
2023-04-19,2575.08,3.99,0.16,2570.06,2582.11,2568.46,956994,12750865,2036483236
2023-04-20,2563.11,-11.97,-0.46,2566.06,2573.94,2552.06,951423,12415524,2026470351
2023-04-21,2544.4,-18.71,-0.73,2556.7,2559.44,2532.32,970398,12614673,2012374092
2023-04-24,2523.5,-20.9,-0.82,2538.36,2541.89,2518.73,927191,11589467,1996621732
2023-04-25,2489.02,-34.48,-1.37,2531.35,2531.35,2472.33,886422,13681150,1967147727
2023-04-26,2484.83,-4.19,-0.17,2489.49,2498.56,2481.38,1089216,12397514,1964553908
2023-04-27,2495.81,10.98,0.44,2484.31,2499.01,2465.83,733500,11142115,1974101090
2023-04-28,2501.53,5.72,0.23,2511.79,2517.13,2489.58,777535,14024831,1979839469
2023-05-02,2524.39,22.86,0.91,2504.01,2524.42,2503.21,701399,9942387,1997496493
2023-05-03,2501.4,-22.99,-0.91,2510.19,2514.37,2497.83,889609,9865861,1979410345
2023-05-04,2500.94,-0.46,-0.02,2494.82,2502.14,2486.09,810178,10020006,1978572080
2023-05-08,2513.21,12.27,0.49,2518.53,2525.84,2511.13,655536,9213044,1989045053
2023-05-09,2510.06,-3.15,-0.13,2512.34,2514.81,2495.63,751647,9351367,1986578324
2023-05-10,2496.51,-13.55,-0.54,2505.96,2510.13,2488.42,635635,8906697,1976264333
2023-05-11,2491,-5.51,-0.22,2505.57,2513.82,2490.08,648134,9002407,1971727645
2023-05-12,2475.42,-15.58,-0.63,2487.35,2487.35,2472.45,798230,8589238,1959471273
2023-05-15,2479.35,3.93,0.16,2469.8,2479.35,2455.99,484565,6920285,1962067054
2023-05-16,2480.24,0.89,0.04,2494.4,2498.54,2474.9,628744,8086956,1963631010
2023-05-17,2494.66,14.42,0.58,2479.65,2498.37,2475.02,564412,7218306,1975030171
2023-05-18,2515.4,20.74,0.83,2511.09,2515.4,2500.01,572765,7782864,1992171060
2023-05-19,2537.79,22.39,0.89,2530.83,2538.31,2524.89,570097,9199949,2010735983
2023-05-22,2557.08,19.29,0.76,2540.03,2564.09,2533.5,593620,8214575,2025540377
2023-05-23,2567.55,10.47,0.41,2565.8,2577.32,2561.1,576045,7443353,2033435646
2023-05-24,2567.45,-0.1,0,2557.11,2572.21,2555.04,1072440,7900596,2032739545
2023-05-25,2554.69,-12.76,-0.5,2570.64,2575.05,2551.49,917553,9416539,2022841850
2023-05-26,2558.81,4.12,0.16,2561.94,2567.5,2553.79,634759,9401899,2027393064
2023-05-30,2585.52,26.71,1.04,2582.41,2586.22,2574.82,641647,11066254,2048101559
2023-05-31,2577.12,-8.4,-0.32,2586.03,2596.31,2575.98,686187,15135111,2039961430
2023-06-01,2569.17,-7.95,-0.31,2572.56,2580.15,2565,675233,9168502,2034185276
2023-06-02,2601.36,32.19,1.25,2586.27,2601.38,2583.88,569620,9383535,2059938046
2023-06-05,2615.41,14.05,0.54,2617.43,2618.62,2608.01,545880,8566307,2070761232
2023-06-07,2615.6,0.19,0.01,2623.46,2629.92,2613.68,537617,10152915,2070757365
2023-06-08,2610.85,-4.75,-0.18,2609.21,2612.39,2595.33,581325,11473710,2067265952
2023-06-09,2641.16,30.31,1.16,2624.15,2644.7,2618.45,583219,11128065,2091571203
2023-06-12,2629.35,-11.81,-0.45,2647.49,2650.45,2623.43,557056,9365137,2082259638
2023-06-13,2637.95,8.6,0.33,2644.43,2645.62,2633.52,694321,11153307,2092104301
2023-06-14,2619.08,-18.87,-0.72,2640.81,2642.86,2614.25,654404,13100475,2077106422
2023-06-15,2608.54,-10.54,-0.4,2629.24,2634.22,2602.52,582437,11513807,2068930296
2023-06-16,2625.79,17.25,0.66,2623.57,2625.79,2612.21,673673,12620602,2083070963
2023-06-19,2609.5,-16.29,-0.62,2618.06,2619.44,2600.49,719549,11096633,2069459013
2023-06-20,2604.91,-4.59,-0.18,2602.83,2610.03,2596.82,722541,10880372,2066709393
2023-06-21,2582.63,-22.28,-0.86,2599.19,2600.97,2579.52,659798,10654263,2049490171
2023-06-22,2593.7,11.07,0.43,2575.65,2597.76,2575.65,613221,8937920,2058310974
2023-06-23,2570.1,-23.6,-0.91,2599.04,2600.81,2568.07,528307,8548517,2039950788
2023-06-26,2582.2,12.1,0.47,2568.65,2585.31,2562.03,481751,8437663,2050227832
2023-06-27,2581.39,-0.81,-0.03,2581.02,2582,2568.52,538509,8592192,2049390123
2023-06-28,2564.19,-17.2,-0.67,2590.52,2590.52,2559.46,488768,8814329,2036006512
2023-06-29,2550.02,-14.17,-0.55,2564.02,2577.69,2550.02,604509,8824942,2024884368
